,job_title,company_name,area,city,country,job_type,job_state,exp_level,exp_years,job_category,skills,posted
2319,Talent Acquisition and Development Specialist,LINK Development,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Human Resources,Human Resources HR Human Resources (HR) Interviewing Management MS Office Recruitment,11 days ago
2320,Inbound Tourism Department Manager.,Vantage Travels,Nasr City,Cairo,Egypt ,Full Time,On-site,Manager,15 - 20 Yrs of Exp,Tourism/Travel,Operations Inbound,29 days ago
2321,Mold Engineer,Shinshin Electronics Egypt,10th of Ramadan City,Sharqia,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Installation/Maintenance/Repair,Design Engineering Maintenance Mechanical Mechanical Engineering Production Microsoft Office,1 month ago
2322,Logistic Executive,Taamy,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,,Logistics/Supply Chain,Logistics Communication,1 month ago
2323,B2B Sales Executive,Confidential,Nasr City,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,Business Development,CRM Sales sales skills sales targets,18 days ago
2324,Executive Administrative Assistant,Conversions and more ,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Administration,Assistant Office management Communication,18 days ago
2325,Technical Project Manager,Paymint,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Project/Program Management,Project Management,18 days ago
2326,Quality Engineer,Boysen Egypt,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Quality,Quality Assurance Quality Management Quality Management System Total Quality Management,18 days ago
2327,Sales and Marketing Manager,Confidential,Not mentioned,Cairo,Egypt ,Full Time,On-site,Manager,15 - 20 Yrs of Exp,Business Development,CRM Engineering Business Administration Sales Sales Target Marketing sales skills,12 days ago
2328,Warehouse Accountant,In House,Mohandessin,Giza,Egypt ,Full Time,On-site,Experienced,2 - 10 Yrs of Exp,Accounting/Finance,Logistics Warehousing Management,1 month ago
2329,Senior Accountant ( Mokattam Hospital ),Al Ahly Medical Company,Mokattam,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Accounting/Finance,Financial Accounting,23 days ago
2330,Audit Supervisor,RedSeaPipes ,6th of October,Giza,Egypt ,Full Time,On-site,Manager,4 - 9 Yrs of Exp,Accounting/Finance,Internal auditor Finance Auditing Computer Skills,1 month ago
2331,Assistant Buyer ( Fashion Retail ),Al-Nasser ,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Sales/Retail,Retail Buyer,1 month ago
2332,Purchasing Accountant,Confidential,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,males_only,Finance Accounting Purchasing Procurement Logistics,1 month ago
2333,Accountant,Zain International Group,Sheraton,Cairo,Egypt ,Full Time,On-site,Entry Level,2 - 5 Yrs of Exp,Accounting/Finance,Financial Analysis excel,1 month ago
2334,Business Development Representative,CarsXE,Washington,D.C.,United States ,Full Time,On-site,Experienced,,Business Development,Automotive Sales Information Technology (IT) sales skills Sales Target,29 days ago
2335,Procurement Manager,Pharos University in Alexandria,Smouha,Alexandria,Egypt ,Full Time,On-site,Manager,10 - 15 Yrs of Exp,males_only,Procurement Purchasing Supply Chain Logistics supply chain management Purchasing Management Supply,1 month ago
2336,Tender Engineer (Architecture),Outservingplus,Not mentioned,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,Architecture Civil Engineering Communication skills Construction Design Electrical Engineering Engineering,1 month ago
2337,Chairman Personal Assistant,Confidential,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 6 Yrs of Exp,females_only,Administration CEO Personal Assistant Microsoft Office Assistant Personal personal assistant Office management administrative,1 month ago
2338,Architectural Engineer site,Spectrum Engineering ,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 7 Yrs of Exp,Engineering - Construction/Civil/Architecture,Project Management AutoCAD Site Architectural Engineer Design Site Engineer,1 month ago
2339,Market Research Analyst,Lasirena Group,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Marketing/PR/Advertising,Data Analysis E-Marketing Research Real Estate Marketing Market Research,1 hour ago
2340,Senior Freight Forwarding Sales,PACK ‘N’ MOVE LOGISTICS ,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,,Logistics/Supply Chain,Negotiation Sales Client Relationships Logistics Shipping freight CRM,1 day ago
2341,MEP BIM Coordinator,Raafat Miller Consulting,Dokki,Giza,Egypt ,Full Time,On-site,Experienced,5 - 15 Yrs of Exp,Engineering - Construction/Civil/Architecture,BIM Design Electrical Engineering MEP Revit Communication skills,2 days ago
2342,Senior Clinic Administrator,Clinique Du Caire ,Mohandessin,Giza,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,females_only,Medical/Healthcare Admin Administration Office management Management Communication Microsoft Office Skills,1 month ago
2343,Media Buyer!,GOGLAM,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Marketing/PR/Advertising,Media Buyer Digital Marketing Social Media Digital Advertising Planning,1 month ago
2344,Indoor Sales Representative,Confidential,Cleopatra,Alexandria,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Customer Service/Support,B2C Communication Indoor Sales CRM,4 days ago
2345,Accounting Manager,Confidential,Dokki,Giza,Egypt ,Full Time,On-site,Manager,3 - 15 Yrs of Exp,Accounting/Finance,Finance Financial Analysis Financial Management,1 month ago
2346,Technical Account Manager,The Address Investments for Real Estate Consultancy,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,IT/Software Development,Project Management technical,17 days ago
2347,Data Scientist,BBI-Consultancy,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,,IT/Software Development,Data Science Data data scientist Information Technology (IT) Mathematics Science Python,17 days ago
2348,Video Editor,Square,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 10 Yrs of Exp,Creative/Design/Art,Adobe Photoshop Adobe After Effects Adobe Premiere Video Editing video editor After Effects,1 month ago
2349,Sales Account Manager Furniture Factory,Modoro,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Sales/Retail,,17 days ago
2350,Senior NET Developer,Al Ahly Momkn for e-payment,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,IT/Software Development,Angular,22 days ago
2351,Technical Support Supervisor,ARC Technologies,Nasr City,Cairo,Egypt ,Full Time,On-site,Manager,5 - 7 Yrs of Exp,Installation/Maintenance/Repair,technical Communication skills CRM Engineering Troubleshooting Technical Support Communication,24 days ago
2352,Graphic Designer,Smart Line,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Creative/Design/Art,Graphic Design graphics media photoshop Social Media Video Editing Adobe Photoshop,17 days ago
2353,Personnel Section Head,Just HR,Nasr City,Cairo,Egypt ,Full Time,On-site,Manager,7 - 10 Yrs of Exp,Human Resources,HR Personnel Management Automotive Management,4 days ago
2354,Accountant,Confidential,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 10 Yrs of Exp,males_only,Accounting Finance Financial Analysis,1 month ago
2355,Saas Sales Manager,Safa Soft,Not mentioned,Cairo,Egypt ,Full Time,On-site,Manager,,IT/Software Development,Sales Target Sales CRM SaaS Tourism,28 days ago
2356,Senior Freight Forwarding Sales Representative,Paradigm Cargo,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 5 Yrs of Exp,Logistics/Supply Chain,Freight Forwarding Logistics freight CRM Sales Management sales skills Freight Forwarding sales,15 days ago
2357,Account Management Executive,Mountain View,New Cairo,Cairo,Egypt ,Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Customer Service/Support,Customer Support Account Management Key Account Management Customer Satisfaction Customer Relations Customer Care Customer Experience,1 month ago
2358,Sales Specialist,Lemonspaces,Downtown,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Business Development,Sales sales skills Sales Target,25 days ago
2359,HR Generalist,HITS Solutions,Nasr City,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Human Resources,Microsoft Office HRIS Communication Skills Personnel English HR Generalist Communication,25 days ago
2360,Design Engineer,Sinamix,10th of Ramadan City,Sharqia,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Manufacturing/Production,Design Engineering Manufacturing Mechanical Mechanical Engineering,17 days ago
2361,Product Manager,Tiger Med For Medical Agencies,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 10 Yrs of Exp,females_only,Project/Program Management Medical Marketing English Product Management,16 days ago
2362,Senior Accountant,Confidential,Obour City,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Accounting/Finance,Finance Accounting Financial Management,16 days ago
2363,Telesales Agent,Al Hayat Capital,Mokattam,Cairo,Egypt ,Full Time,On-site,Entry Level,2 - 4 Yrs of Exp,Customer Service/Support,Communication Telesales Sales Customer Service CRM,29 days ago
2364,FIRE PROTECTION GAS SUPPRESSION DESIGN ENGINEER,Minta For Trading & Agencies,Not mentioned,Giza,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Engineering - Construction/Civil/Architecture,CAD Engineering Fire Protection Mechanical Engineering AutoCAD Revit MEP,1 day ago
2365,Designer,Confidential,Hadayek Alahram,Giza,Egypt ,Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,Creative/Design/Art,photoshop Arts Communication Design Fine Arts indesign Adobe Photoshop,2 months ago
2366,Network Engineers,Teleperformance,Katameya,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Installation/Maintenance/Repair,Computer Science Configuration Engineering Fortinet Information Technology (IT) is NAT,1 day ago
2367,Teamleader PHP Developers,Confidential,Downtown,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 20 Yrs of Exp,Business Development,Computer Science,2 days ago
2368,Security Engineer,Teleperformance,Katameya,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 5 Yrs of Exp,Installation/Maintenance/Repair,CISSP Computer Science Engineering Information Security Information Technology (IT) ISO ISO 27001,2 days ago
2369,Operation Specialist,MusiQ,Zamalek,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,males_only,Operations/Management Customer Service excel Installation Logistics Management Operations Technical Support,1 hour ago
2370,Sales & Marketing Executive,Confidential,Salam City,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,Marketing/PR/Advertising,Marketing business Business Administration Communication CRM Management Market Research,1 month ago
2371,Production Material Controller,KIG Konnice,10th of Ramadan City,Sharqia,Egypt ,Full Time,On-site,Experienced,1 - 2 Yrs of Exp,Manufacturing/Production,Production Quality Assurance Engineering excel inventory Skills Time management skills,2 months ago
2372,Senior Sales Account Manager,Datum International Data Systems ,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,,Customer Service/Support,Customer Service English excel Microsoft Office sales skills IT Sales,4 days ago
2373,"Graphic Designer, social media and Content Creator Manager",Soul interior ,Downtown,Cairo,Egypt ,Full Time,On-site,Manager,4 - 10 Yrs of Exp,Media/Journalism/Publishing,Marketing Social Media Research SEO Communication skills Writing Management,11 days ago
2374,Wholesale Manager,Confidential,Maadi,Cairo,Egypt ,Full Time,On-site,Manager,5 - 8 Yrs of Exp,males_only,Sales/Retail Sales sales skills Sales Target Wholesales Wholesale B2B B2B Sales,22 days ago
2375,Media Buyer,Square,Not mentioned,Jeddah,Saudi Arabia ,Full Time,On-site,Experienced,2 - 7 Yrs of Exp,Marketing/PR/Advertising,Digital Marketing Media Buyer Marketing Social Media Advertising Communication,1 month ago
2376,IT Supervisor,Confidential,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Installation/Maintenance/Repair,Engineering Computer Engineering CCNP Computer Science ERP Information Technology (IT) Network Administration,18 days ago
2377,Graphic Designer,Elwan For Ceramic and Porcelain,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Creative/Design/Art,Arts Design Fine Arts Graphic Graphic Design illustrator photoshop,2 months ago
2378,Graphic Designer,blackcat media,Hadayek Alahram,Giza,Egypt ,Full Time,On-site,Senior Management,2 - 5 Yrs of Exp,Creative/Design/Art,Graphic Design Designer graphic designer Adobe Photoshop Adobe illustrator,2 months ago
2379,Marketing Executive,Wham Clinics ,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,females_only,Account Management Marketing Market Research Content Creation Creative creative producer Offline Marketing Online Marketing,30 days ago
2380,AP Chief Accountant,Confidential,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,10 - 15 Yrs of Exp,Accounting/Finance,accountant Financial Management Accounting chief accountant AP Finance Financial Analysis,1 month ago
2381,Application manager,Confidential,Not mentioned,Jeddah,Saudi Arabia ,Full Time,On-site,Experienced,2 - 2 Yrs of Exp,Administration,application Communication,1 month ago
2382,Customer Service Team Leader,Confidential,Smouha,Alexandria,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Customer Service/Support,Call Center Customer Service Customer Support English Leader Sales TEAMS,1 month ago
2383,Customs Clearance & Trucking Manager,PACK ‘N’ MOVE LOGISTICS ,Heliopolis,Cairo,Egypt ,Full Time,On-site,Manager,,Logistics/Supply Chain,Supply Chain,1 day ago
2384,Export Sales Manager (Herbs and Spices),Glamour Export ,Heliopolis,Cairo,Egypt ,Full Time,On-site,Manager,5 - 7 Yrs of Exp,Business Development,Export Sales Operations Agriculture,2 days ago
2385,Electrical Maintenance Manager - Steel Industry,Al Ola steel Group,Not mentioned,Giza,Egypt ,Full Time,On-site,Manager,10 - 20 Yrs of Exp,Installation/Maintenance/Repair,Manufacturing Electrical Engineering Maintenance Communication Safety,2 days ago
2386,CFO – Online Travel Project Saudi market,Rehletk,Dokki,Giza,Egypt ,Full Time,On-site,Manager,7 - 15 Yrs of Exp,Accounting/Finance,Finance cfo Microsoft Office ERP System Strategy Planning,2 days ago
2387,Sales Engineer,Univest,Giza,Giza,Egypt ,Full Time,On-site,Experienced,1 - 4 Yrs of Exp,Sales/Retail,CRM Engineering Sales sales skills Sales Target,2 days ago
2388,Senior Accountant (Constructions) - Alexandria,Confidential,Not mentioned,Alexandria,Egypt ,Full Time,On-site,Experienced,,Accounting/Finance,Tax Computer Skills Microsoft Office Microsoft Excel Microsoft Word Financial Management Construction,3 days ago
2389,Real Estate Customer Services Team Leader,EGYGAB Developments,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,7 - 10 Yrs of Exp,Customer Service/Support,Business Administration Communication Customer Service English Real Estate Real State Sales,23 days ago
2390,Assistant Operations Manager,Cultiv,Heliopolis,Cairo,Egypt ,Full Time,On-site,Manager,5 - 8 Yrs of Exp,Operations/Management,CRM B2B Travel,23 days ago
2391,Odoo Implementer,Confidential,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,IT/Software Development,Information Technology (IT) Odoo Odoo ERP ERP Implementation Engineering Computer Science,9 days ago
2392,Digital Marketing and Sales Executive for HVAC Solutions,Modern Interiors Design – Construction,Mohandessin,Giza,Egypt ,Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Business Development,Digital Marketing Sales HVAC,23 days ago
2393,"Graphic Designer ""Photoshop Experience""",Confidential,Not mentioned,Alexandria,Egypt ,Full Time,On-site,Entry Level,0 - 3 Yrs of Exp,Creative/Design/Art,Adobe Photoshop Design Arts Adobe illustrator,10 days ago
2394,Estimation Engineer,Acacia for engineering services,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 6 Yrs of Exp,Engineering - Construction/Civil/Architecture,Planning Bid Management Cost Control Quantity Surveying AutoCAD Cost Estimates,6 days ago
2395,Facility Engineer,EFS,New Cairo,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 1 Yrs of Exp,Engineering - Mechanical/Electrical,Electrical,1 month ago
2396,Electrical Draftsman,Vital Konzept,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 10 Yrs of Exp,Engineering - Mechanical/Electrical,Revit MEP Electrical Design Revit,17 days ago
2397,Hotel Manager,NTS Group,Luxor,Luxor,Egypt ,Full Time,On-site,Manager,,Hospitality/Hotels/Food Services,,1 month ago
