company_name,area,city,country,job_type,job_state,exp_level,job_category,programming_languages,frameworks,Number of Experience Year,posting_date
www.PokenCape.co.za,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-07
www.PokenCape.co.za,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-07
www.PokenCape.co.za,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-07
Expleo Group,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Experienced,Management and Leadership,"['java', 'javascript', 'r', 'php', 'java']",not found,4.443075898801598,2024-07-07
KitchenPark,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-07
Black Pearl Consult,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-07
SiFi,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Manager,Other,['r'],not found,4.443075898801598,2024-07-07
Truelancer.com,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Entry Level,AI and Machine Learning,['r'],not found,4.443075898801598,2024-07-06
Canon EMEA,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-06
talentCRU,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-06
Dev2Work LLC,Not mentioned,Doha,Qatar,Full Time,Not Mentioned,Experienced,IT Professional,['r'],not found,4.443075898801598,2024-07-06
Dev2Work LLC,Not mentioned,Doha,Qatar,Full Time,Not Mentioned,Experienced,IT Professional,"['sql', 'r']",not found,4.443075898801598,2024-07-06
Dev2Work LLC,Not mentioned,Doha,Qatar,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-06
Campfire Consulting,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Administrative,['r'],not found,4.443075898801598,2024-07-06
Kinetic Business Solutions,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-06
Grafisch Productiebureau Hermes,Not mentioned,Makkah,Saudi Arabia,Full Time,Not Mentioned,Entry Level,Design and Creative,['r'],not found,4.443075898801598,2024-07-06
Campfire Consulting,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Design and Creative,['r'],not found,4.443075898801598,2024-07-06
Spinova,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-06
Spinova,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-06
Spinova,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-06
Spinova,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-06
ANdAZ,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Entry Level,Other,['r'],not found,4.443075898801598,2024-07-06
Hyatt Hotels Corporation,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Entry Level,Other,['r'],not found,4.443075898801598,2024-07-06
Grafisch Productiebureau Hermes,Not mentioned,Makkah,Saudi Arabia,Full Time,Not Mentioned,Entry Level,Data Entry,['r'],not found,4.443075898801598,2024-07-06
TradeTracker.com,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Experienced,Software Engineering,"['java', 'javascript', 'r', 'html', 'java']",not found,4.443075898801598,2024-07-06
talabat,Not mentioned,Kuwait City,Kuwait,Full Time,Not Mentioned,Experienced,Management and Leadership,"['java', 'javascript', 'r', 'java']",not found,4.443075898801598,2024-07-05
Hyatt Hotels Corporation,Not mentioned,Kuwait City,Kuwait,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-05
netMercs Group,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-05
netMercs Group,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-05
netMercs Group,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Administrative,['r'],not found,4.443075898801598,2024-07-05
Jahez International Company,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Entry Level,Customer Service,['r'],not found,4.443075898801598,2024-07-05
Truelancer.com,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Entry Level,IT Professional,['r'],not found,4.443075898801598,2024-07-05
PRIME IMMIGRATION LTD,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Entry Level,Management and Leadership,['r'],not found,4.443075898801598,2024-07-05
Minor Hotels,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Student,Internship,['r'],not found,4.443075898801598,2024-07-05
Kuok Group Singapore,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Entry Level,Finance and Accounting,['r'],not found,4.443075898801598,2024-07-05
Freedom Cleaning and Carpentry,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Design and Creative,['r'],not found,4.443075898801598,2024-07-05
Freedom Cleaning and Carpentry,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-05
Freedom Cleaning and Carpentry,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Administrative,['r'],not found,4.443075898801598,2024-07-05
Pylade Ltd.,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-05
Pylade Ltd.,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-05
Pylade Ltd.,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-05
Pylade Ltd.,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-05
JOBWORLD INDIA,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Entry Level,Software Engineering,"['java', 'sql', 'r', 'java']",not found,4.443075898801598,2024-07-05
International Committee of the Red Cross,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Other,['r'],not found,4.443075898801598,2024-07-05
WTW,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Entry Level,Design and Creative,['r'],not found,4.443075898801598,2024-07-05
Date Tracking AB,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-05
Date Tracking AB,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-05
Flux Resources,Not mentioned,Doha,Qatar,Full Time,Not Mentioned,Entry Level,Management and Leadership,['r'],not found,4.443075898801598,2024-07-05
Valmet,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,AI and Machine Learning,['r'],not found,4.443075898801598,2024-07-05
Cepheid,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Management and Leadership,"['r', 'c#', 'html']",not found,4.443075898801598,2024-07-04
Date Tracking AB,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-04
Date Tracking AB,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-04
Edge by Rotana,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Entry Level,IT Professional,['r'],not found,4.443075898801598,2024-07-04
PRG EMEA,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Entry Level,Public Relations,['r'],not found,4.443075898801598,2024-07-04
MLKA photography,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-04
MLKA photography,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-04
MLKA photography,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-04
Black Pen Recruitment,Not mentioned,Kuwait City,Kuwait,Full Time,Not Mentioned,Experienced,IT Professional,"['sql', 'r']",not found,4.443075898801598,2024-07-04
"The Travel Service, LLC",Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Administrative,['r'],not found,4.443075898801598,2024-07-04
"The Travel Service, LLC",Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-04
"The Travel Service, LLC",Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Design and Creative,['r'],not found,4.443075898801598,2024-07-04
"The Travel Service, LLC",Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-04
"The Travel Service, LLC",Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Administrative,['r'],not found,4.443075898801598,2024-07-04
Futuresafe Planning Ltd,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-04
Futuresafe Planning Ltd,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-04
Futuresafe Planning Ltd,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-04
Futuresafe Planning Ltd,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-04
JOBWORLD INDIA,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Experienced,Customer Service,['r'],not found,4.443075898801598,2024-07-04
JOBWORLD INDIA,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,IT Professional,['r'],not found,4.443075898801598,2024-07-04
UNStudio,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Experienced,IT Professional,['r'],not found,4.443075898801598,2024-07-04
DXC Technology,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Entry Level,Data Science and Analytics,"['sql', 'r']",not found,4.443075898801598,2024-07-04
Toptal,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-04
The Estée Lauder Companies Inc.,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-03
Medtronic,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Other,"['sql', 'r', 'c#']",not found,4.443075898801598,2024-07-03
Areeb Human Resources Company,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-04
Bantu Web Design Solutions,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
Bantu Web Design Solutions,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Sales and Marketing,['r'],not found,4.443075898801598,2024-07-03
Bantu Web Design Solutions,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
Bantu Web Design Solutions,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
Bantu Web Design Solutions,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Design and Creative,"['r', 'html']",not found,4.443075898801598,2024-07-03
Bantu Web Design Solutions,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
Saudi Logistic Services Co. SLSC | الشركة السعودية للخدمات اللوجستية,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Other,['r'],not found,4.443075898801598,2024-07-03
HRInvest,Not mentioned,Kuwait City,Kuwait,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-03
Qiddiya | القدية,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Management and Leadership,"['java', 'javascript', 'r', 'css', 'java']",not found,4.443075898801598,2024-07-03
Virtusa,Not mentioned,Doha,Qatar,Full Time,Not Mentioned,Entry Level,Management and Leadership,"['java', 'r', 'java']",not found,4.443075898801598,2024-07-03
TechnipFMC,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Entry Level,AI and Machine Learning,['r'],not found,4.443075898801598,2024-07-03
Compunet Connections,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-03
Cyberani | سيبراني,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Management and Leadership,['r'],not found,4.443075898801598,2024-07-03
Millennium Central Kuwait Downtown Hotel,Not mentioned,Kuwait City,Kuwait,Full Time,Not Mentioned,Entry Level,IT Professional,['r'],not found,4.443075898801598,2024-07-03
Fika Consultancy,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Experienced,Customer Service,['r'],not found,4.443075898801598,2024-07-03
HR Ways,Not mentioned,Makkah,Saudi Arabia,Full Time,Not Mentioned,Entry Level,Other,"['sql', 'r']",not found,4.443075898801598,2024-07-03
DXC Technology,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Other,"['sql', 'r', 'c#']",not found,4.443075898801598,2024-07-03
Maven Insights,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Experienced,Other,['r'],not found,4.443075898801598,2024-07-03
Black Pen Recruitment,Not mentioned,Kuwait City,Kuwait,Full Time,Not Mentioned,Entry Level,Management and Leadership,['r'],not found,4.443075898801598,2024-07-03
Constructive Consultants,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
Constructive Consultants,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
Super Easy Credit,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
MRPR Aps V/Brasserie Mundgott,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
Constructive Consultants,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
"Mirlyn, Inc",Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
Networkyourstock.com,Not mentioned,Makkah,Saudi Arabia,Full Time,Not Mentioned,Entry Level,Data Entry,['r'],not found,4.443075898801598,2024-07-03
Constructive Consultants,Not mentioned,Al Rayyan,Qatar,Full Time,Not Mentioned,Not specified,Customer Service,['r'],not found,4.443075898801598,2024-07-03
"Mirlyn, Inc",Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Customer Service,['r'],not found,4.443075898801598,2024-07-03
MRPR Aps V/Brasserie Mundgott,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-03
Constructive Consultants,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
MRPR Aps V/Brasserie Mundgott,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
Constructive Consultants,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Data Entry,['r'],not found,4.443075898801598,2024-07-03
MRPR Aps V/Brasserie Mundgott,Not mentioned,Riyadh,Saudi Arabia,Full Time,Not Mentioned,Not specified,Other,['r'],not found,4.443075898801598,2024-07-03
Amentum,Not mentioned,Kuwait City,Kuwait,Full Time,Not Mentioned,Entry Level,AI and Machine Learning,['r'],not found,4.443075898801598,2024-07-03
Black & Grey HR,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Manager,Other,['r'],not found,4.443075898801598,2024-07-03
S2 Global,Not mentioned,Dubai,United Arab Emirates,Full Time,Not Mentioned,Entry Level,Other,['r'],not found,4.443075898801598,2024-07-03
Virtusa,Not mentioned,Doha,Qatar,Full Time,Not Mentioned,Experienced,AI and Machine Learning,"['python', 'r']",not found,4.443075898801598,2024-07-03
NAB,Sheikh Zayed,Giza,Egypt,Full Time,Not Mentioned,Entry Level,Administrative,['r'],not found,1.0,2024-07-25
Creative Motion,Katameya,Cairo,Egypt,Full Time,Not Mentioned,Experienced,Other,['r'],not found,11.0,2024-08-02
RugMorph,6th of October,Giza,Egypt,Full Time,Not Mentioned,Experienced,HR Professional,['r'],not found,7.0,2024-07-16
